GeneID	variants
CGI_10006673	3
CGI_10006676	1
CGI_10006680	1
CGI_10006684	6
CGI_10006685	1
CGI_10006686	1
CGI_10006689	1
CGI_10006691	1
CGI_10006692	2
CGI_10006693	1
CGI_10006694	1
CGI_10006695	2
CGI_10006697	1
CGI_10006698	3
CGI_10006699	2
CGI_10006700	4
CGI_10006701	1
CGI_10006702	3
CGI_10006703	2
CGI_10006704	3
CGI_10006706	4
CGI_10006707	4
CGI_10006708	1
CGI_10006709	1
CGI_10006710	1
CGI_10006711	1
CGI_10006712	1
CGI_10006713	1
CGI_10006715	5
CGI_10006717	1
CGI_10006719	7
CGI_10006721	1
CGI_10006723	1
CGI_10006726	2
CGI_10006727	3
CGI_10006728	2
CGI_10006729	9
CGI_10006731	4
CGI_10006732	1
CGI_10006733	2
CGI_10006736	1
CGI_10006738	1
CGI_10006739	1
CGI_10006740	1
CGI_10006741	2
CGI_10006742	3
CGI_10006743	26
CGI_10006745	1
CGI_10006746	3
CGI_10006747	1
CGI_10006750	1
CGI_10006753	1
CGI_10006754	3
CGI_10006759	2
CGI_10006760	2
CGI_10006761	5
CGI_10006763	1
CGI_10006766	2
CGI_10006767	2
CGI_10006768	1
CGI_10006770	1
CGI_10006771	1
CGI_10006772	4
CGI_10006774	3
CGI_10006775	1
CGI_10006776	2
CGI_10006777	1
CGI_10006778	1
CGI_10006779	1
CGI_10006780	1
CGI_10006781	1
CGI_10006782	1
CGI_10006785	8
CGI_10006786	8
CGI_10006788	1
CGI_10006790	1
CGI_10006791	2
CGI_10006792	2
CGI_10006793	5
CGI_10006794	1
CGI_10006795	1
CGI_10006796	7
CGI_10006797	2
CGI_10006799	1
CGI_10006800	1
CGI_10006803	1
CGI_10006804	1
CGI_10006805	1
CGI_10006806	1
CGI_10006807	5
CGI_10006808	1
CGI_10006812	2
CGI_10006813	2
CGI_10006814	5
CGI_10006818	3
CGI_10006821	1
CGI_10006824	2
CGI_10006826	27
CGI_10006828	2
CGI_10006832	1
CGI_10006833	1
CGI_10006834	1
CGI_10006835	2
CGI_10006836	1
CGI_10006837	1
CGI_10006840	5
CGI_10006841	3
CGI_10006843	1
CGI_10006844	3
CGI_10006845	1
CGI_10006847	1
CGI_10006848	9
CGI_10006849	1
CGI_10006850	1
CGI_10006851	1
CGI_10006852	1
CGI_10006853	1
CGI_10006854	1
CGI_10006855	1
CGI_10006856	1
CGI_10006857	2
CGI_10006858	1
CGI_10006859	1
CGI_10006860	2
CGI_10006863	2
CGI_10006865	1
CGI_10006867	1
CGI_10006868	1
CGI_10006869	1
CGI_10006870	4
CGI_10006871	3
CGI_10006872	5
CGI_10006873	2
CGI_10006874	1
CGI_10006880	1
CGI_10006881	3
CGI_10006883	1
CGI_10006884	3
CGI_10006885	3
CGI_10006886	1
CGI_10006888	2
CGI_10006889	2
CGI_10006892	1
CGI_10006893	6
CGI_10006894	9
CGI_10006895	5
CGI_10006896	2
CGI_10006897	2
CGI_10006899	4
CGI_10006900	2
CGI_10006902	15
CGI_10006903	1
CGI_10006904	2
CGI_10006905	2
CGI_10006906	1
CGI_10006907	2
CGI_10006909	1
CGI_10006911	1
CGI_10006915	1
CGI_10006916	1
CGI_10006921	1
CGI_10006922	1
CGI_10006923	4
CGI_10006924	2
CGI_10006925	1
CGI_10006927	1
CGI_10006929	1
CGI_10006931	6
CGI_10006932	2
CGI_10006933	3
CGI_10006934	3
CGI_10006935	3
CGI_10006936	1
CGI_10006937	1
CGI_10006939	1
CGI_10006940	2
CGI_10006941	1
CGI_10006942	1
CGI_10006943	4
CGI_10006944	1
CGI_10006945	1
CGI_10006947	1
CGI_10006948	2
CGI_10006949	1
CGI_10006950	1
CGI_10006951	1
CGI_10006952	2
CGI_10006953	1
CGI_10006954	1
CGI_10006955	1
CGI_10006957	1
CGI_10006964	1
CGI_10006965	3
CGI_10006967	1
CGI_10006968	1
CGI_10006969	2
CGI_10006970	2
CGI_10006971	3
CGI_10006973	24
CGI_10006974	1
CGI_10006975	2
CGI_10006976	3
CGI_10006977	1
CGI_10006978	1
CGI_10006979	7
CGI_10006980	2
CGI_10006981	1
CGI_10006982	7
CGI_10006983	1
CGI_10006988	1
CGI_10006989	1
CGI_10006991	3
CGI_10006992	1
CGI_10006994	1
CGI_10006995	5
CGI_10006996	2
CGI_10006997	2
CGI_10006998	3
CGI_10006999	1
CGI_10007002	2
CGI_10007004	1
CGI_10007005	1
CGI_10007007	3
CGI_10007008	1
CGI_10007010	1
CGI_10007012	5
CGI_10007013	1
CGI_10007016	1
CGI_10007020	1
CGI_10007021	2
CGI_10007022	1
CGI_10007023	1
CGI_10007027	1
CGI_10007029	1
CGI_10007031	1
CGI_10007033	2
CGI_10007037	1
CGI_10007038	2
CGI_10007039	1
CGI_10007040	1
CGI_10007041	1
CGI_10007042	4
CGI_10007046	3
CGI_10007048	4
CGI_10007049	2
CGI_10007051	1
CGI_10007053	2
CGI_10007057	2
CGI_10007058	7
CGI_10007059	1
CGI_10007060	2
CGI_10007061	2
CGI_10007062	1
CGI_10007063	1
CGI_10007065	1
CGI_10007066	1
CGI_10007067	1
CGI_10007069	1
CGI_10007070	2
CGI_10007071	2
CGI_10007072	3
CGI_10007074	1
CGI_10007075	2
CGI_10007076	2
CGI_10007077	1
CGI_10007080	1
CGI_10007081	2
CGI_10007083	1
CGI_10007085	1
CGI_10007086	3
CGI_10007087	5
CGI_10007091	20
CGI_10007093	1
CGI_10007095	1
CGI_10007096	8
CGI_10007098	7
CGI_10007099	2
CGI_10007100	1
CGI_10007101	1
CGI_10007103	1
CGI_10007104	13
CGI_10007105	4
CGI_10007106	1
CGI_10007107	4
CGI_10007108	1
CGI_10007109	1
CGI_10007110	2
CGI_10007111	1
CGI_10007112	1
CGI_10007114	1
CGI_10007115	1
CGI_10007117	2
CGI_10007119	5
CGI_10007120	1
CGI_10007122	1
CGI_10007125	1
CGI_10007126	1
CGI_10007127	1
CGI_10007128	1
CGI_10007129	1
CGI_10007130	3
CGI_10007131	1
CGI_10007132	1
CGI_10007133	1
CGI_10007134	1
CGI_10007135	1
CGI_10007136	1
CGI_10007137	1
CGI_10007138	1
CGI_10007140	1
CGI_10007141	1
CGI_10007142	2
CGI_10007143	1
CGI_10007145	1
CGI_10007146	1
CGI_10007147	8
CGI_10007148	1
CGI_10007149	3
CGI_10007150	1
CGI_10007151	1
CGI_10007152	1
CGI_10007156	3
CGI_10007157	1
CGI_10007158	1
CGI_10007159	4
CGI_10007161	2
CGI_10007162	1
CGI_10007164	1
CGI_10007165	2
CGI_10007167	1
CGI_10007168	2
CGI_10007170	2
CGI_10007171	13
CGI_10007172	4
CGI_10007173	4
CGI_10007174	1
CGI_10007176	3
CGI_10007180	1
CGI_10007181	3
CGI_10007182	1
CGI_10007183	2
CGI_10007184	2
CGI_10007186	4
CGI_10007189	2
CGI_10007191	1
CGI_10007192	1
CGI_10007193	1
CGI_10007195	1
CGI_10007196	2
CGI_10007197	1
CGI_10007198	2
CGI_10007200	1
CGI_10007205	1
CGI_10007206	1
CGI_10007208	1
CGI_10007209	5
CGI_10007210	5
CGI_10007211	1
CGI_10007212	5
CGI_10007214	1
CGI_10007215	1
CGI_10007216	1
CGI_10007217	1
CGI_10007218	1
CGI_10007221	2
CGI_10007222	4
CGI_10007224	1
CGI_10007225	1
CGI_10007226	1
CGI_10007227	2
CGI_10007229	1
CGI_10007230	1
CGI_10007232	1
CGI_10007233	2
CGI_10007234	3
CGI_10007237	1
CGI_10007238	1
CGI_10007241	1
CGI_10007242	4
CGI_10007243	1
CGI_10007245	1
CGI_10007247	4
CGI_10007248	10
CGI_10007249	1
CGI_10007250	1
CGI_10007252	1
CGI_10007253	4
CGI_10007254	2
CGI_10007255	1
CGI_10007256	1
CGI_10007259	5
CGI_10007260	1
CGI_10007261	1
CGI_10007264	13
CGI_10007265	22
CGI_10007266	1
CGI_10007267	4
CGI_10007268	1
CGI_10007269	4
CGI_10007271	1
CGI_10007272	3
CGI_10007274	1
CGI_10007276	2
CGI_10007278	1
CGI_10007279	1
CGI_10007280	8
CGI_10007281	1
CGI_10007283	5
CGI_10007284	1
CGI_10007286	9
CGI_10007291	1
CGI_10007292	2
CGI_10007294	1
CGI_10007295	2
CGI_10007300	2
CGI_10007301	3
CGI_10007304	2
CGI_10007305	1
CGI_10007306	1
CGI_10007307	1
CGI_10007308	4
CGI_10007311	2
CGI_10007313	2
CGI_10007320	1
CGI_10007321	1
CGI_10007322	1
CGI_10007323	1
CGI_10007328	2
CGI_10007329	2
CGI_10007331	2
CGI_10007332	1
CGI_10007334	1
CGI_10007336	2
CGI_10007337	2
CGI_10007340	1
CGI_10007341	1
CGI_10007342	2
CGI_10007343	2
CGI_10007344	1
CGI_10007345	1
CGI_10007347	4
CGI_10007348	1
CGI_10007350	1
CGI_10007352	24
CGI_10007353	2
CGI_10007354	2
CGI_10007357	1
CGI_10007359	1
CGI_10007361	1
CGI_10007364	7
CGI_10007365	2
CGI_10007367	1
CGI_10007369	1
CGI_10007370	1
CGI_10007372	1
CGI_10007373	3
CGI_10007376	2
CGI_10007377	1
CGI_10007380	1
CGI_10007382	1
CGI_10007383	3
CGI_10007384	2
CGI_10007385	2
CGI_10007386	1
CGI_10007390	2
CGI_10007393	2
CGI_10007396	2
CGI_10007397	1
CGI_10007398	3
CGI_10007399	1
CGI_10007400	1
CGI_10007401	1
CGI_10007403	2
CGI_10007404	1
CGI_10007406	2
CGI_10007407	1
CGI_10007410	1
CGI_10007411	1
CGI_10007412	2
CGI_10007413	6
CGI_10007414	1
CGI_10007415	2
CGI_10007416	1
CGI_10007417	1
CGI_10007421	2
CGI_10007422	2
CGI_10007426	1
CGI_10007430	4
CGI_10007431	4
CGI_10007437	2
CGI_10007439	6
CGI_10007440	1
CGI_10007441	1
CGI_10007444	2
CGI_10007445	1
CGI_10007447	1
CGI_10007449	2
CGI_10007450	2
CGI_10007452	1
CGI_10007453	1
CGI_10007454	1
CGI_10007455	1
CGI_10007456	2
CGI_10007457	2
CGI_10007458	2
CGI_10007459	2
CGI_10007460	3
CGI_10007461	1
CGI_10007463	8
CGI_10007464	6
CGI_10007466	1
CGI_10007467	1
CGI_10007468	1
CGI_10007470	1
CGI_10007474	1
CGI_10007476	5
CGI_10007478	1
CGI_10007479	2
CGI_10007481	2
CGI_10007482	1
CGI_10007483	1
CGI_10007484	3
CGI_10007485	3
CGI_10007486	2
CGI_10007487	1
CGI_10007490	1
CGI_10007491	1
CGI_10007492	2
CGI_10007493	1
CGI_10007496	1
CGI_10007497	1
CGI_10007498	2
CGI_10007499	3
CGI_10007502	1
CGI_10007503	1
CGI_10007505	1
CGI_10007507	1
CGI_10007508	2
CGI_10007512	1
CGI_10007513	1
CGI_10007514	2
CGI_10007515	1
CGI_10007518	2
CGI_10007524	2
CGI_10007525	4
CGI_10007527	2
CGI_10007528	1
CGI_10007529	1
CGI_10007530	1
CGI_10007533	1
CGI_10007544	2
CGI_10007545	1
CGI_10007547	11
CGI_10007550	2
CGI_10007552	2
CGI_10007555	1
CGI_10007556	3
CGI_10007557	1
CGI_10007558	1
CGI_10007559	1
CGI_10007560	3
CGI_10007561	1
CGI_10007562	1
CGI_10007563	1
CGI_10007565	2
CGI_10007566	3
CGI_10007567	5
CGI_10007568	3
CGI_10007570	1
CGI_10007572	2
CGI_10007573	3
CGI_10007576	3
CGI_10007577	1
CGI_10007578	2
CGI_10007579	1
CGI_10007581	1
CGI_10007582	6
CGI_10007583	2
CGI_10007586	2
CGI_10007587	1
CGI_10007588	1
CGI_10007590	2
CGI_10007593	2
CGI_10007596	1
CGI_10007598	17
CGI_10007601	1
CGI_10007602	1
CGI_10007606	1
CGI_10007607	2
CGI_10007608	2
CGI_10007612	1
CGI_10007613	5
CGI_10007620	1
CGI_10007621	1
CGI_10007624	1
CGI_10007625	1
CGI_10007627	1
CGI_10007628	1
CGI_10007629	3
CGI_10007630	2
CGI_10007631	1
CGI_10007632	1
CGI_10007634	1
CGI_10007635	2
CGI_10007636	1
CGI_10007638	1
CGI_10007639	4
CGI_10007640	6
CGI_10007641	3
CGI_10007642	2
CGI_10007643	2
CGI_10007646	2
CGI_10007647	1
CGI_10007651	3
CGI_10007652	4
CGI_10007653	1
CGI_10007655	1
CGI_10007656	1
CGI_10007657	1
CGI_10007659	1
CGI_10007661	1
CGI_10007662	3
CGI_10007664	1
CGI_10007665	2
CGI_10007666	1
CGI_10007667	1
CGI_10007668	1
CGI_10007669	1
CGI_10007670	2
CGI_10007674	1
CGI_10007676	7
CGI_10007678	1
CGI_10007679	4
CGI_10007681	7
CGI_10007682	1
CGI_10007683	8
CGI_10007684	4
CGI_10007687	12
CGI_10007690	1
CGI_10007691	1
CGI_10007692	4
CGI_10007693	1
CGI_10007694	1
CGI_10007696	1
CGI_10007697	1
CGI_10007698	1
CGI_10007699	1
CGI_10007700	1
CGI_10007701	1
CGI_10007702	1
CGI_10007704	1
CGI_10007705	2
CGI_10007706	1
CGI_10007707	1
CGI_10007708	1
CGI_10007709	2
CGI_10007710	2
CGI_10007711	1
CGI_10007712	2
CGI_10007713	2
CGI_10007715	1
CGI_10007716	6
CGI_10007717	1
CGI_10007718	5
CGI_10007721	2
CGI_10007724	1
CGI_10007725	1
CGI_10007726	1
CGI_10007727	3
CGI_10007728	2
CGI_10007729	1
CGI_10007733	2
CGI_10007734	2
CGI_10007735	2
CGI_10007736	2
CGI_10007737	1
CGI_10007738	1
CGI_10007739	1
CGI_10007741	1
CGI_10007742	1
CGI_10007743	1
CGI_10007744	3
CGI_10007745	2
CGI_10007747	2
CGI_10007750	1
CGI_10007751	1
CGI_10007752	1
CGI_10007753	1
CGI_10007754	5
CGI_10007755	4
CGI_10007757	8
CGI_10007758	2
CGI_10007759	1
CGI_10007760	1
CGI_10007761	1
CGI_10007762	2
CGI_10007763	1
CGI_10007764	5
CGI_10007765	1
CGI_10007766	2
CGI_10007767	1
CGI_10007768	2
CGI_10007769	1
CGI_10007771	2
CGI_10007772	1
CGI_10007773	1
CGI_10007775	11
CGI_10007776	2
CGI_10007779	1
CGI_10007781	2
CGI_10007783	1
CGI_10007784	1
CGI_10007785	2
CGI_10007786	1
CGI_10007789	1
CGI_10007790	1
CGI_10007791	2
CGI_10007792	3
CGI_10007793	1
CGI_10007794	2
CGI_10007795	1
CGI_10007796	3
CGI_10007801	7
CGI_10007802	2
CGI_10007803	3
CGI_10007804	2
CGI_10007806	2
CGI_10007807	2
CGI_10007808	2
CGI_10007812	1
CGI_10007813	1
CGI_10007814	1
CGI_10007816	1
CGI_10007817	1
CGI_10007818	1
CGI_10007819	1
CGI_10007820	1
CGI_10007822	2
CGI_10007824	1
CGI_10007826	7
CGI_10007827	1
CGI_10007828	1
CGI_10007830	1
CGI_10007831	1
CGI_10007832	1
CGI_10007836	3
CGI_10007837	2
CGI_10007838	2
CGI_10007840	1
CGI_10007845	1
CGI_10007854	1
CGI_10007856	1
CGI_10007857	2
CGI_10007859	1
CGI_10007861	1
CGI_10007862	1
CGI_10007863	1
CGI_10007864	2
CGI_10007865	2
CGI_10007866	2
CGI_10007867	3
CGI_10007869	2
CGI_10007870	1
CGI_10007871	1
CGI_10007872	2
CGI_10007876	4
CGI_10007877	2
CGI_10007878	1
CGI_10007879	3
CGI_10007880	1
CGI_10007882	1
CGI_10007883	1
CGI_10007885	2
CGI_10007887	1
CGI_10007888	1
CGI_10007889	4
CGI_10007890	1
CGI_10007892	1
CGI_10007893	1
CGI_10007898	1
CGI_10007907	2
CGI_10007908	2
CGI_10007909	2
CGI_10007910	1
CGI_10007911	1
CGI_10007913	1
CGI_10007914	1
CGI_10007919	1
CGI_10007920	1
CGI_10007922	3
CGI_10007923	3
CGI_10007924	2
CGI_10007925	9
CGI_10007926	1
CGI_10007927	1
CGI_10007928	1
CGI_10007930	1
CGI_10007931	3
CGI_10007933	1
CGI_10007934	1
CGI_10007935	2
CGI_10007938	1
CGI_10007940	1
CGI_10007941	3
CGI_10007943	13
CGI_10007944	1
CGI_10007945	1
CGI_10007947	16
CGI_10007948	1
CGI_10007949	1
CGI_10007950	2
CGI_10007952	18
CGI_10007953	4
CGI_10007954	1
CGI_10007955	1
CGI_10007956	1
CGI_10007958	2
CGI_10007959	1
CGI_10007960	2
CGI_10007961	1
CGI_10007963	1
CGI_10007970	1
CGI_10007972	1
CGI_10007974	2
CGI_10007975	3
CGI_10007976	2
CGI_10007977	3
CGI_10007979	5
CGI_10007980	1
CGI_10007981	3
CGI_10007984	6
CGI_10007985	2
CGI_10007986	14
CGI_10007988	1
CGI_10007989	1
CGI_10007991	8
CGI_10007992	2
CGI_10007993	16
CGI_10007995	2
CGI_10007997	4
CGI_10007999	2
CGI_10008001	1
CGI_10008002	2
CGI_10008003	2
CGI_10008004	1
CGI_10008007	2
CGI_10008008	2
CGI_10008009	1
CGI_10008012	1
CGI_10008013	1
CGI_10008014	4
CGI_10008016	1
CGI_10008017	2
CGI_10008019	2
CGI_10008020	1
CGI_10008021	1
CGI_10008023	1
CGI_10008024	1
CGI_10008025	1
CGI_10008026	1
CGI_10008027	1
CGI_10008029	1
CGI_10008030	5
CGI_10008031	1
CGI_10008035	1
CGI_10008036	1
CGI_10008037	1
CGI_10008038	3
CGI_10008039	1
CGI_10008041	2
CGI_10008042	1
CGI_10008043	1
CGI_10008045	3
CGI_10008049	2
CGI_10008051	1
CGI_10008053	1
CGI_10008054	1
CGI_10008059	3
CGI_10008080	3
CGI_10008081	6
CGI_10008083	2
CGI_10008084	5
CGI_10008087	3
CGI_10008088	1
CGI_10008089	1
CGI_10008091	1
CGI_10008093	2
CGI_10008094	2
CGI_10008095	1
CGI_10008096	1
CGI_10008098	1
CGI_10008099	1
CGI_10008100	1
CGI_10008101	12
CGI_10008102	1
CGI_10008103	3
CGI_10008105	3
CGI_10008106	3
CGI_10008107	1
CGI_10008108	9
CGI_10008109	2
CGI_10008110	1
CGI_10008111	1
CGI_10008113	1
CGI_10008117	4
CGI_10008120	1
CGI_10008122	1
CGI_10008123	1
CGI_10008125	1
CGI_10008126	3
CGI_10008128	1
CGI_10008129	1
CGI_10008130	3
CGI_10008131	3
CGI_10008132	3
CGI_10008134	16
CGI_10008150	1
CGI_10008152	11
CGI_10008153	1
CGI_10008154	1
CGI_10008155	6
CGI_10008156	1
CGI_10008157	2
CGI_10008158	2
CGI_10008161	1
CGI_10008162	1
CGI_10008171	1
CGI_10008172	2
CGI_10008173	1
CGI_10008174	1
CGI_10008176	1
CGI_10008177	1
CGI_10008178	1
CGI_10008179	2
CGI_10008180	1
CGI_10008181	1
CGI_10008183	1
CGI_10008184	3
CGI_10008185	2
CGI_10008187	1
CGI_10008190	5
CGI_10008191	4
CGI_10008193	2
CGI_10008195	1
CGI_10008198	1
CGI_10008200	1
CGI_10008201	2
CGI_10008203	1
CGI_10008204	18
CGI_10008205	1
CGI_10008207	5
CGI_10008208	1
CGI_10008209	2
CGI_10008210	1
CGI_10008211	1
CGI_10008212	1
CGI_10008213	1
CGI_10008214	1
CGI_10008217	1
CGI_10008219	1
CGI_10008220	3
CGI_10008221	1
CGI_10008222	1
CGI_10008223	1
CGI_10008225	2
CGI_10008226	2
CGI_10008228	1
CGI_10008230	5
CGI_10008231	1
CGI_10008233	2
CGI_10008234	4
CGI_10008238	2
CGI_10008239	1
CGI_10008240	1
CGI_10008241	1
CGI_10008242	1
CGI_10008244	1
CGI_10008245	2
CGI_10008246	1
CGI_10008261	2
CGI_10008262	1
CGI_10008263	2
CGI_10008264	2
CGI_10008268	1
CGI_10008271	1
CGI_10008272	1
CGI_10008274	2
CGI_10008275	1
CGI_10008276	1
CGI_10008277	2
CGI_10008280	3
CGI_10008281	1
CGI_10008284	1
CGI_10008285	3
CGI_10008286	2
CGI_10008288	1
CGI_10008289	4
CGI_10008291	1
CGI_10008292	4
CGI_10008294	1
CGI_10008295	1
CGI_10008296	1
CGI_10008297	2
CGI_10008299	1
CGI_10008300	3
CGI_10008301	1
CGI_10008302	2
CGI_10008305	1
CGI_10008306	1
CGI_10008307	4
CGI_10008312	1
CGI_10008313	2
CGI_10008314	2
CGI_10008315	4
CGI_10008316	2
CGI_10008317	2
CGI_10008318	2
CGI_10008319	4
CGI_10008320	1
CGI_10008321	2
CGI_10008322	1
CGI_10008325	1
CGI_10008327	3
CGI_10008328	1
CGI_10008330	1
CGI_10008332	1
CGI_10008333	2
CGI_10008334	1
CGI_10008335	1
CGI_10008336	1
CGI_10008338	2
CGI_10008339	1
CGI_10008340	1
CGI_10008341	1
CGI_10008353	2
CGI_10008359	1
CGI_10008360	2
CGI_10008361	2
CGI_10008363	1
CGI_10008364	2
CGI_10008366	13
CGI_10008369	5
CGI_10008371	2
CGI_10008372	1
CGI_10008373	1
CGI_10008374	1
CGI_10008375	2
CGI_10008376	3
CGI_10008377	1
CGI_10008379	1
CGI_10008380	1
CGI_10008381	5
CGI_10008382	1
CGI_10008384	2
CGI_10008385	1
CGI_10008386	2
CGI_10008387	3
CGI_10008388	1
CGI_10008389	3
CGI_10008390	4
CGI_10008391	3
CGI_10008392	1
CGI_10008393	3
CGI_10008396	2
CGI_10008400	1
CGI_10008401	1
CGI_10008402	1
CGI_10008403	1
CGI_10008404	1
CGI_10008405	1
CGI_10008406	2
CGI_10008407	3
CGI_10008408	1
CGI_10008409	1
CGI_10008410	1
CGI_10008411	3
CGI_10008412	2
CGI_10008413	1
CGI_10008414	2
CGI_10008415	1
CGI_10008416	5
CGI_10008418	1
CGI_10008419	1
CGI_10008420	1
CGI_10008421	1
CGI_10008422	5
CGI_10008423	1
CGI_10008424	1
CGI_10008425	1
CGI_10008428	2
CGI_10008432	2
CGI_10008434	1
CGI_10008435	1
CGI_10008437	2
CGI_10008439	4
CGI_10008442	2
CGI_10008443	1
CGI_10008445	3
CGI_10008446	1
CGI_10008447	3
CGI_10008448	2
CGI_10008451	3
CGI_10008452	2
CGI_10008453	3
CGI_10008454	2
CGI_10008455	3
CGI_10008456	4
CGI_10008458	24
CGI_10008463	2
CGI_10008466	1
CGI_10008467	2
CGI_10008468	4
CGI_10008469	2
CGI_10008470	1
CGI_10008471	1
CGI_10008472	1
CGI_10008473	1
CGI_10008474	2
CGI_10008475	1
CGI_10008477	4
CGI_10008478	1
CGI_10008479	1
CGI_10008480	3
CGI_10008481	1
CGI_10008486	2
CGI_10008487	1
CGI_10008488	1
CGI_10008489	2
CGI_10008490	1
CGI_10008492	1
CGI_10008493	24
CGI_10008494	1
CGI_10008496	4
CGI_10008497	3
CGI_10008498	2
CGI_10008499	2
CGI_10008500	5
CGI_10008501	1
CGI_10008502	1
CGI_10008503	1
CGI_10008504	3
CGI_10008505	2
CGI_10008506	1
CGI_10008507	1
CGI_10008508	2
CGI_10008509	1
CGI_10008511	1
CGI_10008512	2
CGI_10008513	1
CGI_10008514	1
CGI_10008516	1
CGI_10008517	2
CGI_10008519	1
CGI_10008520	2
CGI_10008521	1
CGI_10008522	1
CGI_10008523	1
CGI_10008524	1
CGI_10008525	3
CGI_10008526	1
CGI_10008527	2
CGI_10008528	1
CGI_10008529	1
CGI_10008530	1
CGI_10008531	2
CGI_10008533	1
CGI_10008534	1
CGI_10008537	1
CGI_10008538	1
CGI_10008539	1
CGI_10008541	2
CGI_10008542	6
CGI_10008544	1
CGI_10008546	4
CGI_10008547	1
CGI_10008552	2
CGI_10008553	2
CGI_10008554	1
CGI_10008555	1
CGI_10008557	1
CGI_10008558	2
CGI_10008559	1
CGI_10008560	1
CGI_10008561	1
CGI_10008562	1
CGI_10008563	8
CGI_10008565	9
CGI_10008568	2
CGI_10008570	2
CGI_10008571	1
CGI_10008572	1
CGI_10008573	1
CGI_10008574	6
CGI_10008576	1
CGI_10008577	4
CGI_10008579	2
CGI_10008580	1
CGI_10008581	2
CGI_10008582	1
CGI_10008583	2
CGI_10008584	1
CGI_10008586	1
CGI_10008587	1
CGI_10008589	2
CGI_10008591	9
CGI_10008592	1
CGI_10008593	1
CGI_10008594	1
CGI_10008596	1
CGI_10008599	1
CGI_10008600	2
CGI_10008604	2
CGI_10008605	1
CGI_10008606	1
CGI_10008607	6
CGI_10008610	1
CGI_10008612	1
CGI_10008613	1
CGI_10008614	8
CGI_10008616	2
CGI_10008621	7
CGI_10008624	1
CGI_10008625	3
CGI_10008627	1
CGI_10008628	3
CGI_10008630	1
CGI_10008631	2
CGI_10008632	2
CGI_10008633	3
CGI_10008641	4
CGI_10008645	1
CGI_10008648	1
CGI_10008650	1
CGI_10008651	1
CGI_10008653	1
CGI_10008654	1
CGI_10008659	6
CGI_10008661	1
CGI_10008662	1
CGI_10008663	1
CGI_10008664	1
CGI_10008665	1
CGI_10008667	3
CGI_10008668	1
CGI_10008669	4
CGI_10008670	1
CGI_10008671	5
CGI_10008673	1
CGI_10008674	1
CGI_10008676	2
CGI_10008677	1
CGI_10008678	3
CGI_10008679	3
CGI_10008680	1
CGI_10008681	3
CGI_10008684	1
CGI_10008685	1
CGI_10008686	1
CGI_10008687	1
CGI_10008688	3
CGI_10008689	1
CGI_10008691	1
CGI_10008693	1
CGI_10008694	1
CGI_10008695	10
CGI_10008696	1
CGI_10008697	7
CGI_10008698	2
CGI_10008700	1
CGI_10008702	1
CGI_10008703	8
CGI_10008704	3
CGI_10008705	1
CGI_10008707	1
CGI_10008708	1
CGI_10008709	2
CGI_10008710	1
CGI_10008712	1
CGI_10008713	3
CGI_10008714	1
CGI_10008715	1
CGI_10008716	1
CGI_10008717	5
CGI_10008718	1
CGI_10008719	3
CGI_10008720	1
CGI_10008722	2
CGI_10008723	1
CGI_10008724	2
CGI_10008725	1
CGI_10008726	1
CGI_10008727	7
CGI_10008728	2
CGI_10008729	2
CGI_10008730	1
CGI_10008731	2
CGI_10008733	1
CGI_10008735	2
CGI_10008737	1
CGI_10008739	1
CGI_10008747	3
CGI_10008748	1
CGI_10008749	2
CGI_10008750	1
CGI_10008751	1
CGI_10008752	5
CGI_10008753	1
CGI_10008754	2
CGI_10008755	1
CGI_10008757	3
CGI_10008760	1
CGI_10008767	2
CGI_10008770	2
CGI_10008774	3
CGI_10008775	3
CGI_10008776	1
CGI_10008777	2
CGI_10008778	1
CGI_10008780	4
CGI_10008781	1
CGI_10008783	1
CGI_10008784	2
CGI_10008785	3
CGI_10008786	1
CGI_10008788	1
CGI_10008789	15
CGI_10008792	4
CGI_10008793	3
CGI_10008794	2
CGI_10008799	2
CGI_10008800	1
CGI_10008802	1
CGI_10008803	1
CGI_10008804	1
CGI_10008805	1
CGI_10008806	7
CGI_10008808	8
CGI_10008809	1
CGI_10008810	1
CGI_10008811	1
CGI_10008812	3
CGI_10008813	3
CGI_10008814	1
CGI_10008815	1
CGI_10008816	1
CGI_10008817	1
CGI_10008818	1
CGI_10008821	5
CGI_10008824	3
CGI_10008825	2
CGI_10008827	1
CGI_10008828	1
CGI_10008829	1
CGI_10008830	1
CGI_10008831	1
CGI_10008832	11
CGI_10008833	1
CGI_10008836	4
CGI_10008837	3
CGI_10008838	1
CGI_10008839	1
CGI_10008840	2
CGI_10008841	1
CGI_10008842	1
CGI_10008844	1
CGI_10008845	1
CGI_10008847	1
CGI_10008849	1
CGI_10008850	3
CGI_10008851	2
CGI_10008852	2
CGI_10008853	1
CGI_10008854	1
CGI_10008855	2
CGI_10008856	1
CGI_10008857	3
CGI_10008858	1
CGI_10008863	1
CGI_10008864	1
CGI_10008865	2
CGI_10008866	1
CGI_10008867	2
CGI_10008868	2
CGI_10008869	1
CGI_10008870	2
CGI_10008871	1
CGI_10008872	4
CGI_10008874	1
CGI_10008876	1
CGI_10008877	1
CGI_10008878	4
CGI_10008880	1
CGI_10008884	1
CGI_10008886	3
CGI_10008887	1
CGI_10008889	1
CGI_10008890	5
CGI_10008891	1
CGI_10008892	2
